Institution Name,City,State,Website,Domain,Clearbit Logo URL
Midland University (MU),Fremont,Nebraska (NE),https://www.midlandu.edu/,midlandu.edu,https://logo.clearbit.com/midlandu.edu
University of Nebraska at Omaha (UNO),Omaha,Nebraska (NE),https://www.unomaha.edu/,unomaha.edu,https://logo.clearbit.com/unomaha.edu
Nebraska Indian Community College (NICC),Macy,Nebraska (NE),https://www.thenicc.edu/,thenicc.edu,https://logo.clearbit.com/thenicc.edu
University of Nebraska Medical Center (UNMC),Omaha,Nebraska (NE),https://www.unmc.edu/,unmc.edu,https://logo.clearbit.com/unmc.edu
Nebraska Wesleyan University (NWU),Lincoln,Nebraska (NE),https://www.nebrwesleyan.edu/,nebrwesleyan.edu,https://logo.clearbit.com/nebrwesleyan.edu
University of Nebraska-Lincoln (UN),Lincoln,Nebraska (NE),https://www.unl.edu/,unl.edu,https://logo.clearbit.com/unl.edu
Northeast Community College (NCC),Norfolk,Nebraska (NE),https://northeast.edu/,northeast.edu,https://logo.clearbit.com/northeast.edu
Peru State College (PSC),Peru,Nebraska (NE),https://www.peru.edu/,peru.edu,https://logo.clearbit.com/peru.edu
Summit Christian College (SCC),Gering,Nebraska (NE),https://www.summitcc.edu/,summitcc.edu,https://logo.clearbit.com/summitcc.edu
College of Saint Mary (CSM),Omaha,Nebraska (NE),https://www.csm.edu/,csm.edu,https://logo.clearbit.com/csm.edu
Southeast Community College Area (SCCA),Lincoln,Nebraska (NE),https://www.southeast.edu/,southeast.edu,https://logo.clearbit.com/southeast.edu
Union Adventist University (UAU),Lincoln,Nebraska (NE),https://www.ucollege.edu/,ucollege.edu,https://logo.clearbit.com/ucollege.edu
University of Nebraska-Central Administration System Office (UNASO),Lincoln,Nebraska (NE),https://www.nebraska.edu/,nebraska.edu,https://logo.clearbit.com/nebraska.edu
Nebraska College of Technical Agriculture (NCTA),Curtis,Nebraska (NE),https://ncta.unl.edu/,ncta.unl.edu,https://logo.clearbit.com/ncta.unl.edu
Wayne State College (WSC),Wayne,Nebraska (NE),https://www.wsc.edu/,wsc.edu,https://logo.clearbit.com/wsc.edu
Western Nebraska Community College (WNCC),Scottsbluff,Nebraska (NE),https://www.wncc.edu/,wncc.edu,https://logo.clearbit.com/wncc.edu
York University (YU),York,Nebraska (NE),https://www.york.edu/,york.edu,https://logo.clearbit.com/york.edu
Academy of Hair Design-Las Vegas (AHDV),Las Vegas,Nevada (NV),https://www.ahdvegas.com/,ahdvegas.com,https://logo.clearbit.com/ahdvegas.com
Career College of Northern Nevada (CCNN),Sparks,Nevada (NV),https://www.ccnn.edu/,ccnn.edu,https://logo.clearbit.com/ccnn.edu
College of Southern Nevada (CSN),Las Vegas,Nevada (NV),https://www.csn.edu/,csn.edu,https://logo.clearbit.com/csn.edu
Las Vegas College (LVC),Las Vegas,Nevada (NV),https://lvcollege.edu/,lvcollege.edu,https://logo.clearbit.com/lvcollege.edu
University of Nevada-Las Vegas (UNV),Las Vegas,Nevada (NV),https://www.unlv.edu/,unlv.edu,https://logo.clearbit.com/unlv.edu
University of Nevada-Reno (UN),Reno,Nevada (NV),https://www.unr.edu/,unr.edu,https://logo.clearbit.com/unr.edu
Great Basin College (GBC),Elko,Nevada (NV),https://www.gbcnv.edu/,gbcnv.edu,https://logo.clearbit.com/gbcnv.edu
Truckee Meadows Community College (TMCC),Reno,Nevada (NV),https://www.tmcc.edu/,tmcc.edu,https://logo.clearbit.com/tmcc.edu
Nevada System of Higher Education-System Office (NSHEO),Reno,Nevada (NV),https://nshe.nevada.edu/,nshe.nevada.edu,https://logo.clearbit.com/nshe.nevada.edu
Western Nevada College (WNC),Carson City,Nevada (NV),https://www.wnc.edu/,wnc.edu,https://logo.clearbit.com/wnc.edu
Colby-Sawyer College (CC),New London,New Hampshire (NH),https://www.colby-sawyer.edu/,colby-sawyer.edu,https://logo.clearbit.com/colby-sawyer.edu
Dartmouth College (DC),Hanover,New Hampshire (NH),https://www.dartmouth.edu/,dartmouth.edu,https://logo.clearbit.com/dartmouth.edu
Empire Beauty School-Laconia (EBS),Laconia,New Hampshire (NH),https://www.empirebeautyschools.com/,empirebeautyschools.com,https://logo.clearbit.com/empirebeautyschools.com
Franklin Pierce University (FPU),Rindge,New Hampshire (NH),https://www.franklinpierce.edu/,franklinpierce.edu,https://logo.clearbit.com/franklinpierce.edu
University of New Hampshire-Franklin Pierce School of Law (UNHPSL),Concord,New Hampshire (NH),https://law.unh.edu/,law.unh.edu,https://logo.clearbit.com/law.unh.edu
Keene Beauty Academy (KBA),Keene,New Hampshire (NH),https://www.keenebeautyacademy.edu/,keenebeautyacademy.edu,https://logo.clearbit.com/keenebeautyacademy.edu
Magdalen College (MC),Warner,New Hampshire (NH),https://www.magdalen.edu/,magdalen.edu,https://logo.clearbit.com/magdalen.edu
New England College (NEC),Henniker,New Hampshire (NH),https://www.nec.edu/,nec.edu,https://logo.clearbit.com/nec.edu
Southern New Hampshire University (SNHU),Manchester,New Hampshire (NH),https://www.snhu.edu/,snhu.edu,https://logo.clearbit.com/snhu.edu
New Hampshire Institute for Therapeutic Arts (NHIFTA),Nashua,New Hampshire (NH),https://www.nhita.com/,nhita.com,https://logo.clearbit.com/nhita.com
University of New Hampshire-Main Campus (UNHC),Durham,New Hampshire (NH),https://www.unh.edu/,unh.edu,https://logo.clearbit.com/unh.edu
Keene State College (KSC),Keene,New Hampshire (NH),https://www.keene.edu/,keene.edu,https://logo.clearbit.com/keene.edu
University of New Hampshire at Manchester (UNHM),Manchester,New Hampshire (NH),https://manchester.unh.edu/,manchester.unh.edu,https://logo.clearbit.com/manchester.unh.edu
Plymouth State University (PSU),Plymouth,New Hampshire (NH),https://www.plymouth.edu/,plymouth.edu,https://logo.clearbit.com/plymouth.edu
NHTI-Concord's Community College (NCC),Concord,New Hampshire (NH),https://www.nhti.edu/,nhti.edu,https://logo.clearbit.com/nhti.edu
White Mountains Community College (WMCC),Berlin,New Hampshire (NH),https://www.wmcc.edu/,wmcc.edu,https://logo.clearbit.com/wmcc.edu
River Valley Community College (RVCC),Claremont,New Hampshire (NH),https://www.rivervalley.edu/,rivervalley.edu,https://logo.clearbit.com/rivervalley.edu
Lakes Region Community College (LRCC),Laconia,New Hampshire (NH),https://www.lrcc.edu/,lrcc.edu,https://logo.clearbit.com/lrcc.edu
Manchester Community College (MCC),Manchester,New Hampshire (NH),https://www.mccnh.edu/,mccnh.edu,https://logo.clearbit.com/mccnh.edu
Nashua Community College (NCC),Nashua,New Hampshire (NH),https://nashuacc.edu/,nashuacc.edu,https://logo.clearbit.com/nashuacc.edu
Great Bay Community College (GBCC),Portsmouth,New Hampshire (NH),https://www.greatbay.edu/,greatbay.edu,https://logo.clearbit.com/greatbay.edu
Rivier University (RU),Nashua,New Hampshire (NH),https://www.rivier.edu/,rivier.edu,https://logo.clearbit.com/rivier.edu
Saint Anselm College (SAC),Manchester,New Hampshire (NH),https://www.anselm.edu/,anselm.edu,https://logo.clearbit.com/anselm.edu
St Joseph School of Nursing (SJSN),Nashua,New Hampshire (NH),https://www.sjson.edu/,sjson.edu,https://logo.clearbit.com/sjson.edu
University of New Hampshire College of Professional Studies Online (UNHCPSO),Manchester,New Hampshire (NH),https://cps.unh.edu/online,cps.unh.edu,https://logo.clearbit.com/cps.unh.edu
Thomas More College of Liberal Arts (TMCLA),Merrimack,New Hampshire (NH),https://www.thomasmorecollege.edu/,thomasmorecollege.edu,https://logo.clearbit.com/thomasmorecollege.edu
University System of New Hampshire System Office (USNHSO),Concord,New Hampshire (NH),https://www.usnh.edu/,usnh.edu,https://logo.clearbit.com/usnh.edu
Eastwick College-Hackensack (EC),Hackensack,New Jersey (NJ),https://www.eastwickcollege.edu/,eastwickcollege.edu,https://logo.clearbit.com/eastwickcollege.edu
Assumption College for Sisters (ACFS),Denville,New Jersey (NJ),https://www.acs350.org/,acs350.org,https://logo.clearbit.com/acs350.org
Atlantic Cape Community College (ACCC),Mays Landing,New Jersey (NJ),https://atlanticcape.edu/,atlanticcape.edu,https://logo.clearbit.com/atlanticcape.edu
Bergen Community College (BCC),Paramus,New Jersey (NJ),https://www.bergen.edu/,bergen.edu,https://logo.clearbit.com/bergen.edu
Berkeley College-Woodland Park (BCP),Woodland Park,New Jersey (NJ),https://berkeleycollege.edu/,berkeleycollege.edu,https://logo.clearbit.com/berkeleycollege.edu
Beth Medrash Govoha (BMG),Lakewood,New Jersey (NJ),https://yeshivanotices.org/,yeshivanotices.org,https://logo.clearbit.com/yeshivanotices.org
Bloomfield College (BC),Bloomfield,New Jersey (NJ),https://www.bloomfield.edu/,bloomfield.edu,https://logo.clearbit.com/bloomfield.edu
Brookdale Community College (BCC),Lincroft,New Jersey (NJ),https://www.brookdalecc.edu/,brookdalecc.edu,https://logo.clearbit.com/brookdalecc.edu
Rowan College at Burlington County (RCBC),Mount Laurel,New Jersey (NJ),https://www.rcbc.edu/,rcbc.edu,https://logo.clearbit.com/rcbc.edu
Caldwell University (CU),Caldwell,New Jersey (NJ),https://www.caldwell.edu/,caldwell.edu,https://logo.clearbit.com/caldwell.edu
Camden County College (CCC),Blackwood,New Jersey (NJ),https://www.camdencc.edu/,camdencc.edu,https://logo.clearbit.com/camdencc.edu
Centenary University (CU),Hackettstown,New Jersey (NJ),https://www.centenaryuniversity.edu/,centenaryuniversity.edu,https://logo.clearbit.com/centenaryuniversity.edu
Adult and Continuing Education-BCTS (ACE),Hackensack,New Jersey (NJ),https://www.bergen.org/site/Default.aspx?PageID=4343,bergen.org,https://logo.clearbit.com/bergen.org
County College of Morris (CCM),Randolph,New Jersey (NJ),https://www.ccm.edu/,ccm.edu,https://logo.clearbit.com/ccm.edu
Rowan College of South Jersey-Cumberland Campus (RCSJC),Vineland,New Jersey (NJ),https://rcsj.edu/,rcsj.edu,https://logo.clearbit.com/rcsj.edu
Drew University (DU),Madison,New Jersey (NJ),https://www.drew.edu/,drew.edu,https://logo.clearbit.com/drew.edu
Essex County College (ECC),Newark,New Jersey (NJ),https://www.essex.edu/,essex.edu,https://logo.clearbit.com/essex.edu
Fairleigh Dickinson University-Metropolitan Campus (FDUC),Teaneck,New Jersey (NJ),https://www.fdu.edu/,fdu.edu,https://logo.clearbit.com/fdu.edu
Felician University (FU),Lodi,New Jersey (NJ),https://www.felician.edu/,felician.edu,https://logo.clearbit.com/felician.edu
Hohokus School of Trade and Technical Sciences (HSTTS),Paterson,New Jersey (NJ),https://www.hohokus.edu/,hohokus.edu,https://logo.clearbit.com/hohokus.edu
Georgian Court University (GCU),Lakewood,New Jersey (NJ),https://georgian.edu/,georgian.edu,https://logo.clearbit.com/georgian.edu
Rowan University (RU),Glassboro,New Jersey (NJ),https://www.rowan.edu/,rowan.edu,https://logo.clearbit.com/rowan.edu
Holy Name Medical Center-Sister Claire Tynan School of Nursing (HNMCCTSN),Englewood Cliffs,New Jersey (NJ),https://holyname.org/SchoolofNursing,holyname.org,https://logo.clearbit.com/holyname.org
Hudson County Community College (HCCC),Jersey City,New Jersey (NJ),https://www.hccc.edu/,hccc.edu,https://logo.clearbit.com/hccc.edu
New Jersey City University (NJCU),Jersey City,New Jersey (NJ),https://www.njcu.edu/,njcu.edu,https://logo.clearbit.com/njcu.edu
Joe Kubert School of Cartoon and Graphic Art (JKSCGA),Dover,New Jersey (NJ),https://kubertschool.edu/,kubertschool.edu,https://logo.clearbit.com/kubertschool.edu
Kean University (KU),Union,New Jersey (NJ),https://www.kean.edu/,kean.edu,https://logo.clearbit.com/kean.edu
Rizzieri Aveda School for Beauty and Wellness (RASFBW),Voorhees,New Jersey (NJ),https://www.rizzierischools.com/,rizzierischools.com,https://logo.clearbit.com/rizzierischools.com
Mercer County Community College (MCCC),West Windsor,New Jersey (NJ),https://www.mccc.edu/,mccc.edu,https://logo.clearbit.com/mccc.edu
Middlesex College (MC),Edison,New Jersey (NJ),https://www.middlesexcollege.edu/,middlesexcollege.edu,https://logo.clearbit.com/middlesexcollege.edu
Monmouth University (MU),West Long Branch,New Jersey (NJ),https://www.monmouth.edu/,monmouth.edu,https://logo.clearbit.com/monmouth.edu
Montclair State University (MSU),Montclair,New Jersey (NJ),https://www.montclair.edu/,montclair.edu,https://logo.clearbit.com/montclair.edu
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools (JMHBDASS),Plainfield,New Jersey (NJ),https://www.jfkmuhlenbergschools.org/,jfkmuhlenbergschools.org,https://logo.clearbit.com/jfkmuhlenbergschools.org
New Brunswick Theological Seminary (NBTS),New Brunswick,New Jersey (NJ),https://www.nbts.edu/,nbts.edu,https://logo.clearbit.com/nbts.edu
Robert Fiance Beauty Schools-West New York (RFBSNY),West New York,New Jersey (NJ),https://www.robertfiance.edu/,robertfiance.edu,https://logo.clearbit.com/robertfiance.edu
New Jersey Institute of Technology (NJIT),Newark,New Jersey (NJ),https://www.njit.edu/,njit.edu,https://logo.clearbit.com/njit.edu
Ocean County College (OCC),Toms River,New Jersey (NJ),https://www.ocean.edu/,ocean.edu,https://logo.clearbit.com/ocean.edu
P B Cosmetology Education Center (PBCEC),Gloucester,New Jersey (NJ),https://www.pbbeautyschool.com/,pbbeautyschool.com,https://logo.clearbit.com/pbbeautyschool.com
Passaic County Community College (PCCC),Paterson,New Jersey (NJ),https://web.pccc.edu/,web.pccc.edu,https://logo.clearbit.com/web.pccc.edu
Pennco Tech-Blackwood (PT),Blackwood,New Jersey (NJ),https://www.penncotech.edu/,penncotech.edu,https://logo.clearbit.com/penncotech.edu
Princeton Theological Seminary (PTS),Princeton,New Jersey (NJ),https://www.ptsem.edu/,ptsem.edu,https://logo.clearbit.com/ptsem.edu
Princeton University (PU),Princeton,New Jersey (NJ),https://www.princeton.edu/,princeton.edu,https://logo.clearbit.com/princeton.edu
Rabbinical College of America (RCA),Morristown,New Jersey (NJ),https://www.rca.edu/,rca.edu,https://logo.clearbit.com/rca.edu
Ramapo College of New Jersey (RCNJ),Mahwah,New Jersey (NJ),https://www.ramapo.edu/,ramapo.edu,https://logo.clearbit.com/ramapo.edu
Rider University (RU),Lawrenceville,New Jersey (NJ),https://www.rider.edu/,rider.edu,https://logo.clearbit.com/rider.edu
Rutgers University-Camden (RU),Camden,New Jersey (NJ),https://camden.rutgers.edu/,camden.rutgers.edu,https://logo.clearbit.com/camden.rutgers.edu
Rutgers University-New Brunswick (RUB),New Brunswick,New Jersey (NJ),https://newbrunswick.rutgers.edu/,newbrunswick.rutgers.edu,https://logo.clearbit.com/newbrunswick.rutgers.edu
Rutgers University-Newark (RU),Newark,New Jersey (NJ),https://www.newark.rutgers.edu/,newark.rutgers.edu,https://logo.clearbit.com/newark.rutgers.edu
Capital Health School of Radiologic Technology (CHSRT),Trenton,New Jersey (NJ),https://www.capitalhealth.org/professionals/school-of-radiologic-technology,capitalhealth.org,https://logo.clearbit.com/capitalhealth.org
Saint Peter's University (SPU),Jersey City,New Jersey (NJ),https://www.saintpeters.edu/,saintpeters.edu,https://logo.clearbit.com/saintpeters.edu
Salem Community College (SCC),Carneys Point,New Jersey (NJ),https://www.salemcc.edu/,salemcc.edu,https://logo.clearbit.com/salemcc.edu
Seton Hall University (SHU),South Orange,New Jersey (NJ),https://www.shu.edu/,shu.edu,https://logo.clearbit.com/shu.edu
Shore Beauty School (SBS),Egg Harbor Township,New Jersey (NJ),https://www.shorebeautyschool.edu/,shorebeautyschool.edu,https://logo.clearbit.com/shorebeautyschool.edu
Saint Elizabeth University (SEU),Morristown,New Jersey (NJ),https://www.steu.edu/,steu.edu,https://logo.clearbit.com/steu.edu
Raritan Valley Community College (RVCC),Branchburg,New Jersey (NJ),https://www.raritanval.edu/,raritanval.edu,https://logo.clearbit.com/raritanval.edu
Stevens Institute of Technology (SIT),Hoboken,New Jersey (NJ),https://www.stevens.edu/,stevens.edu,https://logo.clearbit.com/stevens.edu
Stockton University (SU),Galloway,New Jersey (NJ),https://www.stockton.edu/,stockton.edu,https://logo.clearbit.com/stockton.edu
Talmudical Academy-New Jersey (TAJ),Adelphia,New Jersey (NJ),https://talmudicalacademynj.com/,talmudicalacademynj.com,https://logo.clearbit.com/talmudicalacademynj.com
Aviation Institute of Maintenance-Teterboro (AIM),Hasbrouck Heights,New Jersey (NJ),https://aviationmaintenance.edu/campuses/teterboro-nj,aviationmaintenance.edu,https://logo.clearbit.com/aviationmaintenance.edu
Thomas Edison State University (TESU),Trenton,New Jersey (NJ),https://www.tesu.edu/,tesu.edu,https://logo.clearbit.com/tesu.edu
The College of New Jersey (TCNJ),Ewing,New Jersey (NJ),https://www.tcnj.edu/,tcnj.edu,https://logo.clearbit.com/tcnj.edu
"UCNJ Union College of Union County, NJ (UUCUCN)",Cranford,New Jersey (NJ),https://www.ucc.edu/,ucc.edu,https://logo.clearbit.com/ucc.edu
William Paterson University of New Jersey (WPUNJ),Wayne,New Jersey (NJ),https://www.wpunj.edu/,wpunj.edu,https://logo.clearbit.com/wpunj.edu
Olympian Academy of Cosmetology (OAC),LAS CRUCES,New Mexico (NM),https://olympianacademy.edu/,olympianacademy.edu,https://logo.clearbit.com/olympianacademy.edu
Central New Mexico Community College (CNMCC),Albuquerque,New Mexico (NM),https://www.cnm.edu/,cnm.edu,https://logo.clearbit.com/cnm.edu
Navajo Technical University (NTU),Crownpoint,New Mexico (NM),https://www.navajotech.edu/,navajotech.edu,https://logo.clearbit.com/navajotech.edu
New Mexico State University-Dona Ana (NMSUA),Las Cruces,New Mexico (NM),https://dacc.nmsu.edu/,dacc.nmsu.edu,https://logo.clearbit.com/dacc.nmsu.edu
Clovis Community College (CCC),Clovis,New Mexico (NM),https://www.clovis.edu/,clovis.edu,https://logo.clearbit.com/clovis.edu
